"Density
(P/Km2)",Agricultural Land( %),Armed Forces size,Co2-Emissions,CPI,Gasoline Price,GDP,Gross primary education enrollment (%),Gross tertiary education enrollment (%),Infant mortality,Minimum wage,Out of pocket health expenditure,Physicians per thousand,Population: Labor force participation (%),Tax revenue (%),Total tax rate,Unemployment rate,Urban_population,Latitude,Longitude,Deforestation_Critical
4.204692619390966,54.6,12.724869415131389,13.094801000977906,4.959622662073724,0.73,27.860772163282626,105.8,40.2,2.4849066497880004,0.3987761199573678,41.4,2.38,60.7,13.1,55.1,3.42,18.44661024981136,23.634501,-102.552784,0
10.178768042270166,39.03009708737864,10.357774570341576,10.12474933443232,4.82655218668264,2.0,22.695239671343185,101.9,41.16019417475728,1.280933845462065,2.543175557911976,6.1,6.56,62.055,15.97659574468085,37.7,5.375,10.570419086277662,43.7384176,7.4246158,1
4.430816798843313,68.5,12.413090879946887,11.02315984760253,4.719123676063937,0.99,25.500078086375662,113.9,35.9,3.005682604407159,0.9555114450274363,53.1,0.73,45.3,21.9,45.8,9.02,16.94991840139576,31.791702,-7.09262,0
3.713572066704308,63.5,9.305741456739437,8.980172205725008,5.211178708731273,0.65,23.426917038421827,112.6,7.3,4.007333185232471,0.2390169004704999,6.8,0.08,78.1,0.0,36.1,3.24,16.221744332263416,-18.665695,35.529562,1
1.3862943611198906,47.1,9.680406499268877,8.34972083747249,5.06871550517278,0.76,23.238259282249057,124.2,22.9,3.4011973816621555,0.5128236264286635,8.3,0.42,59.5,27.1,20.7,20.27,14.057090313247295,-22.95764,18.49041,0
6.295266001439646,39.03009708737864,10.357774570341576,10.12474933443232,4.82655218668264,1.0253535353535357,18.705859693704824,101.9,41.16019417475728,3.045123274290848,1.1320237604348904,32.097058823529416,2.067961165048544,62.055,15.97659574468085,37.7,5.375,15.589493371229572,-0.522778,166.931503,0
6.2324480165505225,53.3,10.62135173563291,12.048137312931045,4.761404408018728,1.68,27.535688370547824,104.2,85.0,1.458615022699517,2.4239173781615704,12.3,3.61,63.6,23.0,41.2,3.2,16.583383804804676,52.132633,5.291266,1
2.9444389791664403,40.5,9.105090961257083,10.44531753516481,4.7470169102163275,1.4,26.055640443184288,100.0,82.0,1.7404661748405044,2.5249283241374862,12.6,3.59,69.9,29.0,34.6,4.07,15.264512311603564,-40.900557,174.885971,0
4.02535169073515,42.1,9.39274525863144,8.629271094821588,5.098279803948302,0.91,23.250666306336,120.6,17.4,2.815408719422709,0.4317824164255376,36.0,0.98,66.4,15.6,60.6,6.84,15.162580085922396,12.865416,-85.207229,1
2.995732273553991,36.1,9.210440366976515,7.609862200913554,4.703385233485046,0.88,23.282672563987024,74.7,4.4,3.8918202981106265,0.2546422183735807,52.3,0.04,72.0,11.8,47.2,0.47,15.16364396418868,17.607789,8.081666,1
